,Unnamed: 0,NODE,FIRSTEVENTSUMMARY,CLASS,Action Taken
6413,6413,,Service Sync Host_93e5548a2 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6414,6414,,Service Sync Host_9411943e5 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6415,6415,,Service Sync Host_9443aee02 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6416,6416,,Service Sync Host_94701f8e6 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6417,6417,,Service Sync Host_94bcff7c3 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6418,6418,,Service Sync Host_94f3f3e21 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6419,6419,,Service Sync Host_951ff80fb is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6420,6420,,Service Sync Host_952acc570 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6421,6421,,Service Sync Host_953f969d4 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6422,6422,,Service Sync Host_95fb2a761 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6423,6423,,Service Sync Host_9673aeea4 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6424,6424,,Service Sync Host_96f616a9 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6425,6425,,Service Sync Host_9736a975b is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6426,6426,,Service Sync Host_9778957b9 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6427,6427,,Service Sync Host_981204b93 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6428,6428,,Service Sync Host_981e4f714 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6429,6429,,Service Sync Host_a01afd7b8 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6430,6430,,Service Sync Host_a0be9703c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6431,6431,,Service Sync Host_a0f033c52 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6432,6432,,Service Sync Host_a1c9832b1 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6433,6433,,Service Sync Host_a1d0bc3f3 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6434,6434,,Service Sync Host_a1dc45b5b is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6435,6435,,Service Sync Host_a20977214 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6436,6436,,Service Sync Host_a22e07990 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6437,6437,,Service Sync Host_a24a333ac is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6438,6438,,Service Sync Host_a287246b3 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6439,6439,,Service Sync Host_a2fde9ee4 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6440,6440,,Service Sync Host_a3798e1bd is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6441,6441,,Service Sync Host_a37f280b is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6442,6442,,Service Sync Host_a4e2c836c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6443,6443,,Service Sync Host_a5009a6c8 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6444,6444,,Service Sync Host_a50130018 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6445,6445,,Service Sync Host_a501d9d79 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6446,6446,,Service Sync Host_a510ca460 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6447,6447,,Service Sync Host_a52fe1967 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6448,6448,,Service Sync Host_a5636a0ee is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6449,6449,,Service Sync Host_a6689989b is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6450,6450,,Service Sync Host_a82f67477 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6451,6451,,Service Sync Host_a87f7729 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6452,6452,,Service Sync Host_ab593747 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6453,6453,,Service Sync Host_acf08672 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6454,6454,,Service Sync Host_b28bcb54 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6455,6455,,Service Sync Host_b739eee2 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6456,6456,,Service Sync Host_bc1bf453 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6457,6457,,Service Sync Host_bd7ee0e7 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6458,6458,,Service Sync Host_be8eba1f is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6459,6459,,Service Sync Host_c11f072 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6460,6460,,Service Sync Host_c19c4e2a is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6461,6461,,Service Sync Host_c4dee3a1 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6462,6462,,Service Sync Host_c586cd28 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6463,6463,,Service Sync Host_c823be42 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6464,6464,,Service Sync Host_d0835ff9f is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6465,6465,,Service Sync Host_d124e91c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6466,6466,,Service Sync Host_d4c1bac8f is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6467,6467,,Service Sync Host_d58803f23 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6468,6468,,Service Sync Host_d5a797f75 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6469,6469,,Service Sync Host_d5e4bc89e is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6470,6470,,Service Sync Host_d5f5e0489 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6471,6471,,Service Sync Host_d6519dd5f is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6472,6472,,Service Sync Host_d664b66e8 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6473,6473,,Service Sync Host_d6854fdc8 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6474,6474,,Service Sync Host_d69345fc3 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6475,6475,,Service Sync Host_d69e4013b is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6476,6476,,Service Sync Host_d774f4563 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6477,6477,,Service Sync Host_d7c70569f is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6478,6478,,Service Sync Host_d7dc073cc is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6479,6479,,Service Sync Host_d7e76438e is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6480,6480,,Service Sync Host_d802fe26c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6481,6481,,Service Sync Host_d8aabd53a is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6482,6482,,Service Sync Host_d90b6afef is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6483,6483,,Service Sync Host_d92eb89c3 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6484,6484,,Service Sync Host_d941e2113 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6485,6485,,Service Sync Host_d9aa61c96 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6486,6486,,Service Sync Host_d9d9fd80a is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6487,6487,,Service Sync Host_da4d6c02e is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6488,6488,,Service Sync Host_da750026c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6489,6489,,Service Sync Host_da9705a0c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6490,6490,,Service Sync Host_daae7f79d is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6491,6491,,Service Sync Host_db9d788a6 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6492,6492,,Service Sync Host_dc5fa6f46 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6493,6493,,Service Sync Host_ddbe6b71 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6494,6494,,Service Sync Host_e2570da1 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6495,6495,,Service Sync Host_e351c8b1e is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6496,6496,,Service Sync Host_e3e5f075c is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
6497,6497,,Service Sync Host_e432dc398 is down or running in error on server uksthweb008.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
